Accuracy,Loss
0.21250000596046448,1.6334482431411743
0.3499999940395355,1.6185901165008545
0.22500000894069672,2.1709375381469727
0.21250000596046448,1.935991644859314
0.3375000059604645,1.7227792739868164
0.25,2.1242902278900146
0.17499999701976776,1.873543381690979
0.21250000596046448,1.7148113250732422
0.2874999940395355,1.6090450286865234
0.20000000298023224,1.639007329940796
0.30000001192092896,1.6770551204681396
0.2750000059604645,1.6358997821807861
0.25,1.6536738872528076
0.13750000298023224,1.6739248037338257
0.21250000596046448,1.5826938152313232
0.22500000894069672,1.6012601852416992
0.26250001788139343,1.586981177330017
0.26250001788139343,1.579172968864441
0.15000000596046448,1.6780017614364624
0.21250000596046448,1.6694236993789673
0.23749999701976776,1.6523021459579468
0.21250000596046448,1.6577425003051758
0.15000000596046448,1.7144663333892822
0.22500000894069672,1.6705513000488281
0.17499999701976776,1.6645314693450928
0.2750000059604645,1.6597890853881836
0.21250000596046448,1.6018638610839844
0.22500000894069672,1.6476469039916992
0.17499999701976776,1.6700289249420166
0.26250001788139343,1.627532958984375
0.26250001788139343,1.6129306554794312
0.17499999701976776,1.6574738025665283
0.13750000298023224,1.6465423107147217
0.20000000298023224,1.6121162176132202
0.13750000298023224,1.6488037109375
0.21250000596046448,1.5820906162261963
0.17499999701976776,1.6526018381118774
0.22500000894069672,1.589190125465393
0.2750000059604645,1.5944570302963257
0.3375000059604645,1.551030158996582
0.1875,1.6066118478775024
0.15000000596046448,1.63394033908844
0.13750000298023224,1.6266043186187744
0.22500000894069672,1.6393550634384155
0.15000000596046448,1.6231915950775146
0.16250000894069672,1.6437981128692627
0.17499999701976776,1.633737325668335
0.25,1.6254384517669678
0.15000000596046448,1.608231544494629
0.20000000298023224,1.598572850227356
0.23749999701976776,1.6034812927246094
0.3125,1.5782617330551147
0.23749999701976776,1.6029771566390991
0.125,1.6429977416992188
0.15000000596046448,1.6476471424102783
0.21250000596046448,1.5880297422409058
0.22500000894069672,1.6207046508789062
